orijinal_satır,orijinal_sütun,temiz_satır,temiz_sütun,tamamen_boş_sütun_kaldırıldı,yüksek_eksik_sütun_kaldırıldı,negatif→nan,overflow→nan,sleep→nan,kalan_nan
216065,651,216065,646,0,5,0,0,0,12955555
