sütun,eksik_adet,eksik_%,dolu_adet,veri_tipi,grup
audio_voice_hr_13,0,0.0,216065,float64,audio
audio_voice_hr_12,0,0.0,216065,float64,audio
audio_voice_hr_11,0,0.0,216065,float64,audio
audio_voice_hr_10,0,0.0,216065,float64,audio
audio_voice_hr_1,0,0.0,216065,float64,audio
audio_voice_hr_0,0,0.0,216065,float64,audio
audio_voice_ep_3,0,0.0,216065,float64,audio
audio_voice_ep_2,0,0.0,216065,float64,audio
audio_voice_ep_1,0,0.0,216065,float64,audio
audio_voice_ep_0,0,0.0,216065,float64,audio
audio_convo_num_hr_9,0,0.0,216065,int64,audio
audio_convo_duration_hr_4,0,0.0,216065,float64,audio
audio_convo_duration_hr_3,0,0.0,216065,float64,audio
audio_convo_duration_hr_23,0,0.0,216065,float64,audio
act_walking_hr_20,0,0.0,216065,int64,activity
act_walking_hr_19,0,0.0,216065,int64,activity
act_walking_hr_18,0,0.0,216065,int64,activity
act_walking_hr_17,0,0.0,216065,int64,activity
act_walking_hr_16,0,0.0,216065,int64,activity
act_walking_hr_15,0,0.0,216065,int64,activity
act_walking_hr_14,0,0.0,216065,int64,activity
act_walking_hr_13,0,0.0,216065,int64,activity
act_walking_hr_12,0,0.0,216065,int64,activity
act_walking_hr_11,0,0.0,216065,int64,activity
act_walking_hr_10,0,0.0,216065,int64,activity
act_walking_hr_1,0,0.0,216065,int64,activity
act_walking_hr_0,0,0.0,216065,int64,activity
act_walking_ep_3,0,0.0,216065,int64,activity
act_walking_ep_2,0,0.0,216065,int64,activity
act_walking_ep_1,0,0.0,216065,int64,activity
act_walking_ep_0,0,0.0,216065,int64,activity
act_unknown_hr_9,0,0.0,216065,int64,activity
act_unknown_hr_8,0,0.0,216065,int64,activity
act_unknown_hr_7,0,0.0,216065,int64,activity
act_unknown_hr_6,0,0.0,216065,int64,activity
act_unknown_hr_5,0,0.0,216065,int64,activity
act_unknown_hr_4,0,0.0,216065,int64,activity
act_unknown_hr_3,0,0.0,216065,int64,activity
act_unknown_hr_23,0,0.0,216065,int64,activity
act_unknown_hr_22,0,0.0,216065,int64,activity
act_unknown_hr_21,0,0.0,216065,int64,activity
act_unknown_hr_20,0,0.0,216065,int64,activity
act_walking_hr_2,0,0.0,216065,int64,activity
act_walking_hr_21,0,0.0,216065,int64,activity
audio_convo_duration_hr_22,0,0.0,216065,float64,audio
act_walking_hr_22,0,0.0,216065,int64,activity
audio_convo_duration_hr_21,0,0.0,216065,float64,audio
audio_convo_duration_hr_20,0,0.0,216065,float64,audio
audio_convo_duration_hr_2,0,0.0,216065,float64,audio
audio_convo_duration_hr_19,0,0.0,216065,float64,audio
audio_convo_duration_hr_18,0,0.0,216065,float64,audio
audio_convo_duration_hr_17,0,0.0,216065,float64,audio
audio_convo_duration_hr_16,0,0.0,216065,float64,audio
audio_convo_duration_hr_15,0,0.0,216065,float64,audio
audio_convo_duration_hr_14,0,0.0,216065,float64,audio
audio_convo_duration_hr_13,0,0.0,216065,float64,audio
audio_convo_duration_hr_12,0,0.0,216065,float64,audio
audio_convo_duration_hr_11,0,0.0,216065,float64,audio
audio_convo_duration_hr_10,0,0.0,216065,float64,audio
audio_convo_duration_hr_1,0,0.0,216065,float64,audio
audio_convo_duration_hr_0,0,0.0,216065,float64,audio
audio_convo_duration_ep_3,0,0.0,216065,float64,audio
audio_convo_duration_ep_2,0,0.0,216065,float64,audio
audio_convo_duration_ep_1,0,0.0,216065,float64,audio
audio_convo_duration_ep_0,0,0.0,216065,float64,audio
act_walking_hr_9,0,0.0,216065,int64,activity
act_walking_hr_8,0,0.0,216065,int64,activity
act_walking_hr_7,0,0.0,216065,int64,activity
act_walking_hr_6,0,0.0,216065,int64,activity
act_walking_hr_5,0,0.0,216065,int64,activity
act_walking_hr_4,0,0.0,216065,int64,activity
act_walking_hr_3,0,0.0,216065,int64,activity
act_walking_hr_23,0,0.0,216065,int64,activity
audio_convo_num_hr_4,0,0.0,216065,int64,audio
