baslangic_sutun,leakage_drop,light_drop,redundant_drop,hourly_drop,nzv_drop,minor_merge_birlestirilen,ara_sutun_sayisi,core_satir,core_sutun,extended_satir,extended_sutun,core_nan,extended_nan
672,28,9,5,480,21,1,135,34914,30,34914,131,0,0
