baslangic_satir,baslangic_sutun,baslangic_nan,has_light_eklendi,has_light_1,has_light_0,drop_quality_sayisi,zero_fill_sutun,zero_fill_hucre,user_median_sutun,user_median_hucre,user_median_fallback_kalan,global_median_hucre,final_nan_sayisi,etkilenen_sutun,final_satir,final_sutun
34914,675,1941708,True,6542,28372,4,199,1913093,440,957,0,0,0,0,34914,672
