sensing_uid_sayisi,ema_uid_sayisi,kesisim_uid_sayisi,sensing_ilk_tarih,sensing_son_tarih,ema_ilk_tarih,ema_son_tarih,tarih_ortusu,uid_day_inner_join_satir
220,220,220,2017-09-07,2022-06-15,2017-09-07,2022-07-04,evet,216057
