baslangic_satir,baslangic_sutun,kaldirilan_sutun,silinen_bos_satir,aralik_disi_nan,kalan_satir,kalan_sutun,kalan_nan_toplam,benzersiz_uid
217155,19,10,181594,0,35561,9,1653,218
